Citations,Tectonic Setting,Location,Rock Name,Rock Type,SiO2,TiO2,Al2O3,Fe2O3,CAO,MGO,FEO
[2581],CONTINENTAL FLOOD BASALT,PARANA / SOUTHERN PARANA PROVINCE / BARRA DO OURO-MORRINHOS SERIES,THOLEIITIC ANDESITE [2581],VOL,51.81,1.29,15.03,5.19,8.77,4.71,6.28
[2581],CONTINENTAL FLOOD BASALT,PARANA / SOUTHERN PARANA PROVINCE / BARRA DO OURO-MORRINHOS SERIES,THOLEIITIC ANDESITE [2581],VOL,52.26,1.25,15.17,5.04,6.94,3.97,4.96
[2581],CONTINENTAL FLOOD BASALT,PARANA / SOUTHERN PARANA PROVINCE / BARRA DO OURO-MORRINHOS SERIES,THOLEIITIC ANDESITE [2581],VOL,52.71,1.3,16.11,5.35,8.45,3.65,5.19
[2581],CONTINENTAL FLOOD BASALT,PARANA / SOUTHERN PARANA PROVINCE / BARRA DO OURO-MORRINHOS SERIES,THOLEIITIC ANDESITE [2581],VOL,58.11,1.76,12.29,3.0,6.0,2.15,9.4
[2581],CONTINENTAL FLOOD BASALT,PARANA / SOUTHERN PARANA PROVINCE / BARRA DO OURO-MORRINHOS SERIES,THOLEIITIC ANDESITE [2581],VOL,57.82,1.71,12.3,3.45,6.04,2.06,8.76
[2581],CONTINENTAL FLOOD BASALT,PARANA / SOUTHERN PARANA PROVINCE / BARRA DO OURO-MORRINHOS SERIES,THOLEIITIC ANDESITE [2581],VOL,53.2,1.28,14.29,5.69,6.32,4.53,4.91
[10354],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HIRADO SHIMA,THOLEIITIC ANDESITE [10354],VOL,52.97,0.89,17.32,3.01,8.74,4.43,6.25
[10354],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HIRADO SHIMA,THOLEIITIC ANDESITE [10354],VOL,62.68,0.93,14.72,0.67,5.21,1.31,6.34
[10402],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / COLOMBIA / COMBIA VOLCANIC COMPLEX,THOLEIITIC ANDESITE [10402],VOL,56.2,0.96,16.8,1.14,7.45,3.51,7.61
[10402],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / COLOMBIA / COMBIA VOLCANIC COMPLEX,THOLEIITIC ANDESITE [10402],VOL,54.4,1.27,17.4,1.29,8.16,2.98,8.62
[10402],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / COLOMBIA / NEVADO DEL RUIZ,THOLEIITIC ANDESITE [10402],VOL,55.5,0.81,15.2,0.9,7.56,8.32,6.0
[10402],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / COLOMBIA / NEVADO DEL RUIZ,THOLEIITIC ANDESITE [10402],VOL,61.0,0.77,15.8,0.7,5.6,3.59,4.66
[13065],INTRAPLATE VOLCANICS,CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / NOGRAD-GÖMÖR VOLCANIC FIELD,THOLEIITIC ANDESITE [13065],VOL,56.03,0.61,16.44,0.78,7.52,2.85,5.63
[13065],INTRAPLATE VOLCANICS,CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / NOGRAD-GÖMÖR VOLCANIC FIELD,THOLEIITIC ANDESITE [13065],VOL,61.04,0.86,16.03,1.13,5.0,1.49,5.22
[13065],INTRAPLATE VOLCANICS,CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / NOGRAD-GÖMÖR VOLCANIC FIELD,THOLEIITIC ANDESITE [13065],VOL,59.34,0.43,17.84,2.15,7.91,1.73,4.4
[13065],INTRAPLATE VOLCANICS,CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / NOGRAD-GÖMÖR VOLCANIC FIELD,THOLEIITIC ANDESITE [13065],VOL,57.94,0.52,16.22,1.66,7.21,3.12,4.31
[13065],INTRAPLATE VOLCANICS,CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / NOGRAD-GÖMÖR VOLCANIC FIELD,THOLEIITIC ANDESITE [13065],VOL,57.49,0.43,17.3,1.53,6.92,1.69,4.67
[13065],INTRAPLATE VOLCANICS,CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / NOGRAD-GÖMÖR VOLCANIC FIELD,THOLEIITIC ANDESITE [13065],VOL,57.96,0.61,16.44,1.28,7.5,2.79,5.1
[13065],INTRAPLATE VOLCANICS,CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / NOGRAD-GÖMÖR VOLCANIC FIELD,THOLEIITIC ANDESITE [13065],VOL,54.94,0.5,16.45,4.39,5.77,1.34,1.41
[13065],INTRAPLATE VOLCANICS,CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / NOGRAD-GÖMÖR VOLCANIC FIELD,THOLEIITIC ANDESITE [13065],VOL,60.11,0.43,17.82,3.36,6.91,1.43,2.64
